Report generated on: 03-02-2022 13:07:19
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.4702-33-EST-THP.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","1511.3","1476.95","1448.07","1425.19","1406","1393.07","1379.24","1401.25","1392.72","1383.51","1375.19","1366.25","1358.85","1350.7","1342.92","1338.44","1335.74","1333.29","1329.66","1325.22","1320.17","1315.82","1314.87","1315.94","1315.64","1319.13","1324.82","1328.98","1328.57"
"INTL.4702-33-SWZ-THP.A","        Eswatini","587.852","608.374","629.812","652.112","675.24","699.077","723.599","748.634","773.774","798.498","822.423","845.267","866.995","887.706","907.622","926.836","945.506","963.416","979.922","994.105","1005.43","1013.61","1019.05","1022.8","1026.29","1030.57","1036.09","1042.65","1049.95","1057.46","1064.84","1072.03","1079.29","1086.84","1095.02","1104.04","1113.99","1124.81","1136.59","1148.38","1160.16"
"INTL.4702-33-ETH-THP.A","        Ethiopia","35141.7","35984.5","36995.2","38142.7","39374.4","40652.1","41965.7","43329.2","44757.2","46272.3","47887.9","49610","51423.6","53295.6","55181","57047.9","58883.5","60697.4","62507.7","64343","66224.8","68159.4","70142.1","72170.6","74239.5","76346.3","78489.2","80674.3","82916.2","85233.9","87640","90139.9","92727","95385.8","98094.3","100836","103604","106400","109254","112109","114964"
"INTL.4702-33-FLK-THP.A","        Falkland Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-FRO-THP.A","        Faroe Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-FJI-THP.A","        Fiji","635.312","651.032","668.281","685.497","700.478","711.77","718.642","721.776","722.924","724.602","728.575","735.398","744.47","754.962","765.607","775.428","784.389","792.736","800.148","806.302","811.011","813.923","815.257","816.078","817.864","821.606","827.869","836.185","845.356","853.636","859.816","863.451","865.065","865.602","866.447","868.632","872.406","877.46","883.788","890.116","896.444"
"INTL.4702-33-FIN-THP.A","        Finland","4781.598","4803.01","4830.625","4859.305","4884.788","4904.322","4920.025","4933.74","4948.45","4966.875","4989.442","5017.555","5045.24","5069.313","5090.935","5110.05","5126.51","5141.712","5155.035","5166.93","5177.435","5189.732","5202.022","5214.69","5230.28","5248.468","5268.939","5291.66","5316.627","5342.01","5366.333","5391.52","5417.145","5442.045","5464.07","5481.475","5497.303","5509.439","5516.123","5522.524","5528.585"
"INTL.4702-33-CSK-THP.A","        Former Czechoslovakia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-SCG-THP.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-SUN-THP.A","        Former U.S.S.R.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-YUG-THP.A","        Former Yugoslavia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-FRA-THP.A","        France","55314.2","55625","55944.8","56223","56485.48","56749.3","57020.45","57306.88","57610.95","57924.77","58212","58495.58","58780.52","59022.4","59236.05","59444.6","59649.85","59856.7","60074.65","60400.1","60816.45","61257.27","61699.1","62131.68","62592.65","63058.32","63489.3","63871.4","64221.57","64543.12","64858.78","65165.15","65479.1","65953.9","66348.59","66570.8","66745.53","66945.05","67120.85","67266.75","67411.4"
"INTL.4702-33-GUF-THP.A","        French Guiana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-PYF-THP.A","        French Polynesia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-GAB-THP.A","        Gabon","726.335","744.695","763.932","784.056","805.117","827.107","850.052","873.871","898.472","923.714","949.493","975.785","1002.57","1029.77","1057.25","1084.95","1112.94","1141.33","1170.06","1199.06","1228.36","1258.01","1288.31","1319.95","1353.79","1390.55","1430.14","1472.56","1518.54","1568.93","1624.15","1684.63","1749.68","1817.07","1883.8","1947.69","2007.88","2064.81","2118.45","2172.09","2225.73"
"INTL.4702-33-GMB-THP.A","        Gambia, The","637.252","657.581","678.111","700.198","725.688","755.791","791.141","831.011","873.44","915.631","955.595","992.671","1027.48","1060.86","1094.22","1128.58","1164.09","1200.52","1238.12","1277.12","1317.71","1360.07","1404.26","1449.93","1496.52","1543.74","1591.44","1639.85","1689.29","1740.28","1793.2","1848.14","1905.02","1963.71","2024.04","2085.86","2149.13","2213.9","2281.49","2349.08","2416.66"
"INTL.4702-33-GEO-THP.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","5303.92","5208.95","5097.13","4976.25","4846.63","4709.6","4575.4","4456.65","4362.18","4296.98","4258.57","4238.93","4225.81","4210.16","4189.72","4166.86","4142.65","4119.49","4099.1","4081.01","4064.1","4048.7","4035.31","4024.18","4015.46","4008.72","4002.21","3995.69","3989.18"
"INTL.4702-33-DEU-THP.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","79890.7","80286.7","80809.67","81084.85","81238.2","81413.6","81507.67","81475.6","81417.28","81447.2","81487.5","81562.38","81567.95","81493.67","81382.7","81239.75","81058.12","80857.4","80586.45","80319.83","80288.2","80450.3","80676.08","81036.25","81808.88","82391.95","82690.85","82934.16","83111.4","83175.45"
"INTL.4702-33-DDR-THP.A","        Germany, East","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-DEUW-THP.A","        Germany, West","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-GHA-THP.A","        Ghana","11056.12","11348.28","11676.82","12033.55","12405.65","12783.6","13164.83","13552.03","13947.08","14353.42","14773.28","15207.35","15653.38","16106.75","16561.68","17014.1","17462.5","17908.97","18357.18","18812.35","19278.85","19756.93","20246.38","20750.33","21272.35","21814.62","22379.07","22963.9","23563.85","24170.95","24779.6","25387.7","25996.45","26607.65","27224.5","27849.23","28481.95","29121.45","29771.97","30422.45","31072.95"
"INTL.4702-33-GIB-THP.A","        Gibraltar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-GRC-THP.A","        Greece","9657.085","9736.48","9797.42","9852.994","9901.725","9938","9971.742","10004.41","10042.25","10097.35","10215.75","10331.72","10407.05","10467.78","10518.7","10568.7","10613.92","10669.25","10727.33","10765.18","10813.35","10868.67","10905.47","10931.15","10958.82","10991.65","11024.28","11051.57","11082.08","11110.1","11121.85","11100.3","11034.65","10955.6","10883.8","10811.62","10774.05","10751.3","10730.8","10720.85","10697.85"
"INTL.4702-33-GRL-THP.A","        Greenland","50.179","50.7806","51.3822","51.9838","52.5854","53.187","53.6704","54.1538","54.6372","55.1206","55.604","55.6452","55.6864","55.7276","55.7688","55.81","55.8834","55.9568","56.0302","56.1036","56.177","56.3314","56.4858","56.6402","56.7946","56.949","56.8868","56.8246","56.7624","56.7002","56.638","56.586","56.534","56.482","56.43","56.378","56.4568","56.5356","56.6144","56.6932","56.772"
"INTL.4702-33-GRD-THP.A","        Grenada","89.032","90.61","93.132","96.02","98.472","99.953","100.183","99.425","98.126","96.932","96.328","96.462","97.161","98.234","99.345","100.286","101.003","101.567","102.023","102.429","102.837","103.242","103.636","104.003","104.346","104.658","104.938","105.183","105.457","105.787","106.227","106.786","107.452","108.172","108.9","109.603","110.263","110.874","111.422","111.971","112.519"
"INTL.4702-33-GLP-THP.A","        Guadeloupe","336.683","336.932","336.612","336.677","338.43","342.737","350.061","359.911","370.913","381.139","389.251","394.615","397.692","399.38","401.066","403.731","407.784","412.739","417.621","421.035","422.048","420.248","416.132","410.868","406.068","402.903","401.809","402.405","403.967","405.444","406.073","405.643","404.446","402.826","401.305","400.26","399.76","399.679","399.828","399.978","400.127"
"INTL.4702-33-GUM-THP.A","        Guam","104.133","106.485","108.906","111.402","113.961","116.572","119.232","121.919","124.673","127.522","130.482","133.558","136.692","139.818","142.802","145.561","148.06","150.303","152.277","153.953","155.329","156.401","157.176","157.717","158.101","158.402","158.648","158.847","159.036","159.226","159.444","159.692","159.996","160.407","161.016","161.853","162.951","164.281","165.768","167.294","NA"
"INTL.4702-33-GTM-THP.A","        Guatemala","7283.46","7466.48","7654.82","7847.47","8042.9","8240.06","8438.6","8639.11","8842.57","9050.46","9263.82","9483.27","9708.55","9938.7","10172.3","10408.5","10646.7","10887.6","11133.5","11387.2","11650.7","11924.9","12208.8","12500.5","12796.9","13096","13397","13700.3","14006.4","14316.2","14630.4","14948.8","15270.8","15595.8","15923.2","16252.4","16583.1","16915","17248.5","17582","17915.6"
"INTL.4702-33-GIN-THP.A","        Guinea","4871.45","4969.6","5077.07","5195.44","5326.37","5470.72","5629.42","5801.32","5982.48","6167.48","6352.28","6534.94","6716.03","6897.17","7081.12","7269.63","7463.78","7662.07","7860.77","8054.75","8240.74","8417.08","8586.08","8753.1","8925.73","9109.58","9307.42","9518.16","9738.8","9964.47","10192.2","10420.5","10652","10892.8","11151","11432.1","11738.4","12067.5","12422.6","12777.7","13132.8"
"INTL.4702-33-GNB-THP.A","        Guinea-Bissau","781.678","799.775","817.872","835.969","854.066","872.163","892.783","913.404","934.024","954.645","975.265","997.982","1020.7","1043.42","1066.13","1088.85","1111.34","1133.83","1156.32","1178.81","1201.31","1230.03","1258.76","1287.48","1316.21","1344.93","1380.46","1416","1451.53","1487.07","1522.6","1565.52","1608.44","1651.36","1694.29","1737.21","1783.36","1829.52","1875.68","1921.84","1968"
"INTL.4702-33-GUY-THP.A","        Guyana","780.153","781.734","781.249","778.953","775.217","770.439","764.447","757.451","750.641","745.581","743.306","744.477","748.596","754.141","758.896","761.298","760.801","757.975","753.778","749.676","746.718","745.206","744.789","745.142","745.737","746.156","746.335","746.477","746.815","747.718","749.43","752.029","755.388","759.281","763.371","767.433","771.363","775.218","778.998","782.779","786.559"
"INTL.4702-33-HTI-THP.A","        Haiti","5643.17","5773.37","5910.22","6051.62","6194.69","6337.27","6478.54","6618.74","6758.22","6897.75","7037.92","7178.61","7319.49","7460.68","7602.32","7744.51","7887.31","8030.72","8174.68","8319.07","8463.8","8608.81","8754.15","8900.11","9047.08","9195.29","9344.78","9495.34","9646.57","9798.05","9949.32","10100.3","10250.9","10400.7","10549","10695.5","10840","10982.4","11122.4","11262.5","11402.5"
"INTL.4702-33-HITZ-THP.A","        Hawaiian Trade Zone","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4702-33-HND-THP.A","        Honduras","3678.27","3792.92","3910.64","4031.33","4154.86","4281.17","4410.27","4542.22","4677.02","4814.7","4955.3","5098.59","5244.68","5394.42","5548.97","5709.01","5874.81","6045.7","6220.4","6397.14","6574.51","6751.91","6929.27","7106.32","7282.95","7458.98","7634.29","7808.52","7980.96","8150.78","8317.47","8480.67","8640.69","8798.52","8955.58","9112.9","9270.79","9429.02","9587.55","9746.08","9904.61"
"INTL.4702-33-HKG-THP.A","        Hong Kong","4881.245","4978.248","5062.058","5139.123","5215.87","5298.045","5386.457","5477.223","5567.705","5655.373","5737.292","5810.308","5876.697","5942.43","6013.49","6096.535","6198.135","6313.163","6429.1","6533.172","6613.47","6665.905","6698.812","6721.67","6744.112","6774.22","6811.177","6849.723","6889.455","6930.173","6971.465","7012.422","7053.417","7096.073","7142.022","7193.092","7251.075","7314.575","7380.163","7444.312","7503.913"
"INTL.4702-33-HUN-THP.A","        Hungary","10711.54","10711.61","10704.19","10686.79","NA","NA","NA","NA","NA","NA","NA","10373.47","10368.25","10355.65","10341.7","10327.03","10308.7","10287.8","10263.3","10233.55","10208.3","10184.38","10154.55","10126.35","10104.73","10084.45","10070.1","10053.2","10036.4","10020.58","9996.447","9952.096","9917.47","9889.152","9863.745","9839.895","9809.904","9785.567","9774.862","9770.737","9762.083"
"INTL.4702-33-ISL-THP.A","        Iceland","228.256","230.665","233.273","236.021","238.818","241.587","244.335","247.057","249.755","252.424","255.044","257.616","260.155","262.65","265.14","267.627","270.144","272.709","275.294","277.868","280.439","282.91","285.329","287.955","291.102","294.976","299.727","305.181","310.855","316.057","320.342","323.471","325.642","327.194","328.592","330.237","332.209","334.395","336.68","338.965","341.25"
"INTL.4702-33-IND-THP.A","        India","701000","717476","734411.8","751664.2","769083.5","786550.8","804105","821821.2","839658.5","857573.2","875527.8","893522.2","911582","929714.5","947923.8","966227.8","984674.5","1003247","1021865","1040430","1058878","1077255","1095608","1113860","1131952","1149840","1167620","1185305","1202750","1219795","1236285","1252185","1267588","1282610","1297372","1311968","1326362","1340510","1354425","1368140","1381688"
"INTL.4702-33-IDN-THP.A","        Indonesia","147882","151365.8","154904.2","158453.2","161966.5","165405","168770.8","172089.2","175366.2","178605.5","181811.5","184984.8","188121.5","191222","194285.5","197307.2","200272.8","203186","206074.2","208965","211881","214810.5","217741","220685.2","223658.2","226670.2","229717.2","232791.8","235900","239046.2","242242.5","245521.5","248871.5","252235.2","255553.8","258777.5","261915","264997","268021.5","270984","273880.2"
"INTL.4702-33-IRN-THP.A","        Iran","38650.2","40199.9","41869.2","43636.8","45472.8","47347.2","49260.3","51193.8","53077.3","54822","56366.2","57679","58780.4","59723.8","60590.6","61442.7","62294.9","63136.3","63971.8","64800.9","65623.4","66449.1","67284.8","68123","68951.3","69762.3","70554.8","71336.5","72120.6","72924.8","73762.5","74635","75539.9","76482","77465.8","78492.2","79564","80673.9","81780.2","82886.6","83993"
"INTL.4702-33-IRQ-THP.A","        Iraq","13653.3","14044.1","14432.5","14815.7","15190.4","15555.8","15909.8","16257.1","16612.3","16994.9","17419.1","17889.5","18402.7","18955.1","19539.3","20149.3","20783.1","21439.6","22114.3","22802.1","23497.6","24208.2","24931.9","25644.5","26313.8","26922.3","27448.1","27911.2","28385.7","28973.2","29742","30725.3","31890","33157.1","34411.9","35572.3","36610.6","37552.8","38433.6","39309.8","40222.5"
"INTL.4702-33-IRL-THP.A","        Ireland","3417.8","3458.05","3488.95","3513.65","3534.83","3537.09","3541.083","3538.755","3522.475","3510","3515.725","3537.55","3561.165","3577.982","3592.195","3611.645","3641.872","3678.975","3717.525","3760.48","3812.075","3874.605","3940.007","4004.605","4080.615","4171.975","4290.635","4413.647","4497.485","4538.89","4562.835","4582.385","4602.095","4627.322","4662.713","4708.04","4762.595","4813.138","4876.547","4941.865","4985.04"
"INTL.4702-33-ISR-THP.A","        Israel","3700.92","3770.69","3838.11","3903.95","3969.18","4035.06","4100.54","4167.13","4241.79","4333.58","4448.35","4589.31","4752.83","4929.41","5105.57","5271.37","5424.24","5566.55","5699.28","5824.94","5945.95","6060.68","6169.31","6278.37","6396.51","6529.47","6680.64","6847.15","7020.83","7190.04","7346.45","7487.1","7614.95","7734.83","7854.22","7978.5","8108.98","8243.85","8381.08","8518.31","8655.54"
"INTL.4702-33-ITA-THP.A","        Italy","56445.25","56507.3","56548.43","56564.35","56579.6","56594.25","56595.75","56603.77","56634.25","56677.45","56725.45","56762.1","56803.12","56834.45","56843.65","56844.28","56864.3","56893.9","56907.32","56918.1","56946.75","56977.45","57076.9","57358.9","57732.68","57993.18","58163.93","58491.95","58870.2","59119.08","59299.25","59383.12","59576.1","60371.12","60790.75","60714.35","60617.98","60523.52","60406.23","59910.75","59483.65"
"INTL.4702-33-JAM-THP.A","        Jamaica","2162.84","2196.92","2234.06","2271.74","2306.37","2335.51","2358.17","2375.4","2389.42","2403.46","2419.9","2439.33","2461.05","2484.58","2509.04","2533.71","2558.63","2583.91","2608.87","2632.68","2654.7","2674.71","2692.84","2709.44","2725.02","2740","2754.41","2768.23","2781.87","2795.84","2810.46","2825.93","2842.13","2858.71","2875.14","2891.02","2906.24","2920.85","2934.29","2947.72","2961.16"
"INTL.4702-33-JPN-THP.A","        Japan","117799.5","118711.8","119580.8","120398","121156.8","121850.2","122479","123047.8","123565.8","124045","124494","124918.5","125318.5","125692.8","126037","126349","126629.5","126881.2","127109.5","127321","127519.7","127708.8","127886.2","128049","128192.8","128313.8","128410.5","128481.2","128525.2","128541.2","128527.5","128483.5","128407.5","128297","128150.5","127966.8","127744.8","127483.8","127182.8","126840.2","126456.5"
"INTL.4702-33-JOR-THP.A","        Jordan","2378","2464.87","2563.52","2671.41","2784.46","2900.05","3015.29","3131.8","3256.55","3399.33","3565.89","3760.49","3977.67","4201.56","4410.36","4588.84","4732.85","4848.54","4943.98","5031.75","5122.5","5217.33","5317.51","5434.04","5580.24","5765.64","5991.55","6255.29","6556.47","6893.26","7261.54","7662.86","8089.96","8518.99","8918.82","9266.57","9554.29","9785.84","9924.94","10064","10203.1"
"INTL.4702-33-KAZ-THP.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","16302.8","16181.2","16022.2","15839.4","15631.9","15406","15190.2","15020.6","14922.7","14910.2","14976.2","15100","15250","15402.8","15551.3","15702.1","15862.1","16043","16252.3","16490.7","16751.5","17026.1","17302.6","17572","17830.9","18080","18312.2","18544.5","18776.7"
"INTL.4702-33-KEN-THP.A","        Kenya","16417.18","17063.9","17736.32","18431.75","19146.43","19877.08","20622.55","21382.12","22153.67","22935.1","23724.57","24521.73","25326.1","26136.23","26950.53","27768.28","28589.47","29415.65","30250.5","31098.78","31964.53","32848.58","33751.77","34678.77","35635.27","36624.92","37649.02","38705.95","39792","40901.77","42030.7","43178.25","44343.48","45519.97","46700.07","47878.32","49051.52","50221.17","51404.53","52587.9","53771.27"
"INTL.4702-33-KIR-THP.A","        Kiribati","NA","NA","NA","NA","NA","NA","NA","NA","69.032","70.713","72.394","73.4584","74.5228","75.5872","76.6516","77.716","79.0538","80.3916","81.7294","83.0672","84.405","85.9878","87.5706","89.1534","90.7362","92.319","94.4412","96.5634","98.6856","100.808","102.93","104.529","106.129","107.728","109.328","110.927","112.631","114.335","116.038","117.742","119.446"
"INTL.4702-33-XKS-THP.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1747.38","1761.47","1775.68","1791","1807.11","1818.12","1812.77","1788.2","1777.56","1791","1797.08","1794.25","1806"
"INTL.4702-33-KWT-THP.A","        Kuwait","1368.68","1439.33","1507.64","1576.97","1652.15","1735.28","1832.3","1938.92","2034.85","2092.79","2095.35","2031.3","1912.43","1772.61","1659.3","1605.91","1626.86","1710.26","1831.12","1951.64","2045.12","2103.27","2136.99","2161.63","2200.5","2270.2","2373.66","2504.03","2656.01","2821.04","2991.88","3168.05","3348.85","3526.38","3690.94","3835.59","3956.86","4056.1","4127.59","4199.08","4270.56"
"INTL.4702-33-KGZ-THP.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","4454.19","4483.84","4518.81","4566.1","4629.4","4705.65","4786.77","4861.12","4920.71","4962.84","4991.48","5013.54","5039","5075.34","5124.38","5184.38","5254.97","5334.71","5422.3","5517.93","5621.58","5731.31","5844.52","5959.13","6074.33","6189.73","6301.21","6412.7","6524.19"
"INTL.4702-33-LAO-THP.A","        Laos","3258.15","3323.35","3401.19","3489.91","3586.31","3687.89","3794.2","3905.53","4020.82","4138.85","4258.47","4379.23","4500.35","4619.95","4735.84","4846.48","4951.19","5050.31","5144.6","5235.34","5323.7","5409.58","5493.25","5576.64","5662.2","5751.67","5846.08","5944.95","6046.63","6148.62","6249.17","6347.56","6444.53","6541.3","6639.76","6741.16","6845.85","6953.03","7060.54","7168.05","7275.56"
"INTL.4702-33-LVA-THP.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","2585.68","2540.9","2500.58","2469.53","2444.91","2420.79","2399.25","2381.72","2353.38","2320.96","2299.39","2276.52","2249.72","2227.87","2208.84","2191.81","2162.83","2120.5","2074.6","2044.81","2023.82","2001.47","1986.1","1968.96","1950.12","1935.83","1921.17","1906.29","1890.76"
"INTL.4702-33-LBN-THP.A","        Lebanon","2588.93","2594.3","2606.15","2622.07","2638.06","2651.99","2660.87","2667.96","2684.68","2726.44","2803.03","2921.7","3076.13","3246.13","3403.36","3528.38","3610.66","3658.43","3693.51","3747.76","3842.77","3991","4182.21","4388.38","4569.38","4698.76","4759.76","4767.35","4764.75","4813.03","4953.06","5202.02","5537.62","5913.02","6261.05","6532.68","6714.28","6819.37","6821.4","6823.42","6825.44"
"INTL.4702-33-LSO-THP.A","        Lesotho","1340.26","1377.81","1415.36","1452.73","1489.69","1526.13","1561.69","1596.4","1630.99","1666.56","1703.76","1742.53","1782.28","1822.24","1861.32","1898.6","1934.29","1968.05","1997.52","2019.73","2032.81","2035.74","2029.83","2018.35","2005.95","1996.11","1989.93","1986.93","1987.13","1990.14","1995.57","2003.79","2014.99","2028.53","2043.45","2059.01","2075.04","2091.53","2108.44","2125.34","2142.25"
"INTL.4702-33-LBR-THP.A","        Liberia","1852.99","1911.54","1970.1","2028.65","2087.2","2145.76","2131.79","2117.82","2103.85","2089.89","2075.92","2069.67","2063.41","2057.16","2050.91","2044.66","2205.42","2366.17","2526.93","2687.69","2848.45","2922.38","2996.31","3070.25","3144.18","3218.11","3352.76","3487.41","3622.06","3756.71","3891.36","4007.53","4123.71","4239.88","4356.06","4472.23","4589.32","4706.41","4823.5","4940.59","5057.68"
"INTL.4702-33-LBY-THP.A","        Libya","3219.46","3347.78","3480.44","3614.68","3746.71","3873.78","3994.6","4109.72","4220.45","4328.94","4436.66","4544.25","4650.9","4755.13","4854.87","4948.8","5036.17","5118.01","5196.77","5275.92","5357.89","5443.25","5531.1","5620.54","5710.16","5798.62","5886.87","5974.79","6058.74","6133.99","6197.67","6247.44","6285.75","6320.35","6362.04","6418.31","6492.16","6580.72","6677.58","6774.43","6871.29"
"INTL.4702-33-LTU-THP.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","3693.93","3671.3","3642.99","3615.21","3588.01","3562.26","3536.4","3512.07","3487","3454.64","3431.5","3398.93","3355.22","3289.83","3249.98","3212.6","3183.86","3141.98","3052.59","3003.64","2971.91","2943.47","2921.26","2888.56","2847.9","2808.9","2794.18","2794.09","2799.09"
"INTL.4702-33-LUX-THP.A","        Luxembourg","364.325","365.319","365.506","365.665","366.049","366.832","368.641","371.062","373.812","377.65","382.488","387.65","392.819","398.156","403.606","409.369","414.881","420.1","425.362","431.256","436.975","442.156","446.706","452.462","458.879","466.14","473.524","480.945","489.862","498.854","508.175","519.973","532.469","544.94","557.979","571.265","585.26","597.753","609.436","621.528","633.425"
"INTL.4702-33-MAC-THP.A","        Macau","238.085","243.373","251.154","260.921","271.914","283.49","295.597","308.181","320.774","332.783","343.816","353.623","362.308","370.195","377.805","385.517","393.376","401.353","409.62","418.388","427.772","437.928","448.813","460.157","471.6","482.863","493.804","504.504","515.232","526.401","538.215","550.833","564.037","577.368","590.21","602.093","612.824","622.578","631.499","640.421","649.342"
"INTL.4702-33-MDG-THP.A","        Madagascar","8716.55","8971.34","9234.14","9504.28","9780.87","10063.5","10352.1","10647.8","10952.4","11268.7","11598.7","11942.8","12301.3","12675.5","13066.5","13475.4","13902.7","14347.9","14808.8","15282.5","15766.8","16260.9","16765.1","17279.1","17803","18336.7","18880.3","19433.5","19996.5","20569.1","21151.6","21744","22346.6","22961.3","23589.9","24234.1","24894.4","25570.5","26277.3","26984.2","27691"
"INTL.4702-33-MWI-THP.A","        Malawi","6250.43","6412.38","6565.98","6737.92","6964.61","7268.27","7666.39","8141.14","8636.69","9075.57","9404.5","9600.36","9685.97","9710.33","9745.7","9844.42","10022.8","10264.9","10552.3","10854.3","11148.8","11432","11713.7","12000.2","12301.8","12626","12973.7","13341.8","13727.9","14128.2","14539.6","14962.1","15396","15839.3","16289.5","16745.3","17205.2","17670.2","18156.8","18643.4","19130"
"INTL.4702-33-MYS-THP.A","        Malaysia","13840.53","14179.8","14519.62","14871.15","15245.6","15654.2","16104.12","16587.15","17088.77","17594.25","18090.57","18576.15","19059.78","19546.92","20042.9","20553.55","21084.65","21631.62","22183.58","22729.2","23258.47","23769.38","24268.73","24762.25","25255.4","25754.27","26264.93","26782.55","27295.8","27793.22","28263.55","28701.38","29114.62","29515.02","29914.47","30323.4","30742.55","31164.95","31587.03","32005.27","32417.1"
"INTL.4702-33-MDV-THP.A","        Maldives","158.271","163.821","169.849","176.255","182.848","189.54","196.262","203.024","209.787","216.502","223.159","229.743","236.271","242.596","248.582","254.144","259.178","263.836","268.445","273.522","279.396","286.309","294.185","302.681","311.265","319.604","327.489","335.172","343.448","353.391","365.73","380.493","397.231","415.592","435.018","454.914","475.505","496.398","511.113","525.827","540.542"
"INTL.4702-33-MLI-THP.A","        Mali","7090.12","7234.73","7388.67","7545.16","7694.86","7831.89","7952.86","8062.22","8171.52","8296.92","8449.92","8635.53","8850.33","9087.17","9334.89","9585.66","9837.58","10094.4","10360.6","10642.9","10946.5","11271.6","11616.9","11982.7","12369.1","12775.5","13203.4","13651.5","14113.6","14581.4","15049.3","15514.6","15979.5","16449.8","16934.2","17438.8","17965.4","18512.4","19091.9","19671.4","20250.8"
"INTL.4702-33-MLT-THP.A","        Malta","318.028","319.936","331.859","329.189","331.997","340.907","343.334","345.636","349.014","352.43","355.91","359.543","362.977","366.431","376.433","378.404","381.405","384.176","386.397","388.759","391.415","394.641","397.296","399.867","402.668","404.999","405.616","407.832","410.926","414.027","414.989","417.546","422.509","429.424","439.691","450.415","460.297","475.701","493.559","514.564","526.549"
"INTL.4702-33-MTQ-THP.A","        Martinique","325.448","326.987","329.451","332.601","336.166","339.881","343.744","347.754","351.708","355.34","358.457","360.892","362.756","364.374","366.254","368.728","371.913","375.64","379.639","383.527","387.016","389.984","392.5","394.534","396.106","397.191","397.85","398.048","397.664","396.561","394.666","391.886","388.366","384.581","381.142","378.483","376.789","375.946","375.719","375.492","375.265"
