Report generated on: 03-02-2022 20:09:03
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","GDP at purchasing power parities (Billion 2015$ PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4701-34-LUX-BDOLPPP.A","        Luxembourg","NA","NA","NA","NA","NA","NA","NA","NA","20.8978","22.9452","24.1377","26.2242","26.7016","27.8233","28.8861","30.108","30.5288","32.1835","34.3316","37.1382","39.7149","40.9359","42.2563","43.3631","45.1981","46.3204","49.1074","53.0844","52.925","51.2108","53.1366","53.6915","54.5773","56.3084","57.7854","59.097","62.039","62.8562","64.116","66.2214","65.0452"
"INTL.4701-34-MAC-BDOLPPP.A","        Macau","NA","NA","NA","NA","NA","NA","NA","NA","14.4018","15.1255","16.3324","16.9301","19.1817","20.1766","21.0346","21.7278","21.6367","21.5763","20.5902","20.1046","21.2598","21.8739","23.8231","26.5962","33.679","36.3987","41.2726","47.2475","48.8499","49.4723","61.9011","75.282","82.2396","91.0828","89.2171","70.042","69.5696","76.5142","81.4618","79.3202","34.6564"
"INTL.4701-34-MDG-BDOLPPP.A","        Madagascar","NA","NA","NA","NA","NA","NA","NA","NA","20.0256","20.8416","21.4937","20.1383","20.3761","20.804","20.7952","21.1443","21.5998","22.3975","23.2749","24.3686","25.4547","26.9769","23.6296","25.9418","27.3055","28.6042","30.1484","31.87","34.0093","32.6562","32.8584","33.377","34.3821","35.173","36.3475","37.486","38.9829","40.5162","41.8127","43.6525","41.8191"
"INTL.4701-34-MWI-BDOLPPP.A","        Malawi","NA","NA","NA","NA","NA","NA","NA","NA","8.27074","8.38196","8.85909","9.6325","8.92615","9.79126","8.78862","10.2589","11.0095","11.427","11.8721","12.2333","12.4261","11.8079","12.0086","12.6938","13.3819","13.8193","14.4688","15.8578","17.0693","18.4908","19.7619","20.7212","21.1119","22.2097","23.4757","24.133","24.7325","25.7218","26.8588","28.3955","28.6226"
"INTL.4701-34-MYS-BDOLPPP.A","        Malaysia","104.3912","111.6391","118.3099","125.668","135.4224","133.8997","135.4431","142.7431","156.928","171.1451","186.5623","204.7004","222.9073","244.9624","267.5353","293.839","323.2327","346.9173","321.3882","341.0925","370.6675","372.5861","392.6731","415.4031","443.578","465.651","491.655","522.625","547.879","539.585","580.205","610.918","644.357","674.601","715.123","750.929","784.344","829.936","870.131","908.76","857.443"
"INTL.4701-34-MDV-BDOLPPP.A","        Maldives","NA","NA","NA","NA","NA","NA","NA","NA","1.48965","1.62214","1.88669","2.0168","2.14721","2.26361","2.43372","2.61291","2.81825","3.05493","3.28388","3.48669","3.62078","3.47799","3.73078","4.24377","4.49983","3.90904","4.92975","5.31002","5.81369","5.39343","5.78527","6.28088","6.43899","6.90782","7.41414","7.628","8.11143","8.6963","9.40321","10.0602","6.84273"
"INTL.4701-34-MLI-BDOLPPP.A","        Mali","NA","NA","NA","NA","NA","NA","NA","NA","9.17424","10.2537","11.6164","12.9791","12.4527","12.9316","13.6279","13.749","14.6017","15.1992","16.189","16.9366","16.9261","19.5292","20.1354","21.9717","22.3146","23.7728","24.8813","25.75","26.9796","28.2419","29.7706","30.7351","30.4786","31.1781","33.3864","35.447","37.5218","39.5126","41.3879","43.3564","42.8208"
"INTL.4701-34-MLT-BDOLPPP.A","        Malta","NA","NA","NA","NA","NA","NA","NA","NA","5.37573","5.8196","6.18949","6.57171","6.87995","7.17586","7.38547","8.07593","8.3965","8.80338","9.11162","9.48151","10.0733","9.96156","10.2161","10.6282","10.6496","11.0061","11.2867","11.8269","12.2787","12.1386","12.8118","12.8748","13.4025","14.1339","15.214","16.674","17.201","19.1812","20.3539","21.5613","19.811"
"INTL.4701-34-MTQ-BDOLPPP.A","        Martinique","NA","NA","NA","NA","NA","NA","NA","NA","3.10389","3.28206","2.6519","2.79855","2.86152","4.72723","4.86375","4.95024","5.17886","5.3451","5.53521","5.7204","5.76155","6.07268","6.13948","6.35436","6.60218","6.89267","7.08567","7.14944","7.12799","6.66467","6.97125","7.04096","7.04096","7.00575","7.10383","7.13225","7.05379","7.0679","7.15272","7.25285","6.49511"
"INTL.4701-34-MRT-BDOLPPP.A","        Mauritania","6.56487","6.79138","6.63246","6.88021","6.65819","6.85759","7.2494","7.38717","7.51426","7.87326","7.7338","7.87209","8.01962","8.49067","8.23079","9.03903","9.565","9.17813","9.43307","9.77956","9.3964","9.32128","9.45005","10.1048","10.583","11.4896","13.596","13.3282","13.2841","13.2971","13.6455","14.2149","14.8503","15.4667","16.1279","16.995","17.2093","17.8111","18.1879","19.2667","18.9799"
"INTL.4701-34-MUS-BDOLPPP.A","        Mauritius","4.54599","4.81341","5.07801","5.09751","5.33699","5.70816","6.26425","6.82121","7.28446","7.60972","8.15661","8.51838","9.07317","9.53427","9.92863","10.35434","10.93293","11.55473","12.25632","12.57633","13.60794","14.06347","14.29058","15.13736","15.79281","16.07354","16.89452","17.86208","18.84822","19.44343","20.26889","21.1104","21.88028","22.5949","23.45554","24.27816","25.20134","26.1587","27.13042","27.95627","23.76163"
"INTL.4701-34-MEX-BDOLPPP.A","        Mexico","984.75","1068.837","1063.261","1026.112","1061.061","1084.118","1050.373","1068.613","1082.143","1126.838","1185.03","1234.726","1278.798","1311.174","1375.85","1289.315","1373.489","1470.588","1546.962","1589.368","1664.084","1660.815","1660.022","1684.366","1746.617","1790.452","1870.96","1913.63","1931.289","1833.253","1927.226","1997.996","2066.548","2099.258","2159.231","2230.743","2284.177","2337.576","2388.543","2384.142","2184.468"
"INTL.4701-34-FSM-BDOLPPP.A","        Micronesia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-MDA-BDOLPPP.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","15.0124","14.1301","14.3628","13.4232","12.9711","13.2445","14.0579","15.1557","16.1595","17.3494","18.6509","19.5432","20.1292","21.7069","20.4067","21.8544","23.1259","22.9895","25.0687","26.322","26.233","27.3896","28.6744","29.9078","30.9415","28.6823"
"INTL.4701-34-MNG-BDOLPPP.A","        Mongolia","NA","NA","NA","NA","NA","NA","NA","NA","8.68915","9.05409","8.82774","8.0157","7.25731","7.03917","7.20194","8.37887","8.57602","8.91892","9.23398","9.53092","9.63159","9.73232","10.1063","10.7247","11.8642","12.7248","13.8136","15.2292","16.5846","16.3742","17.4165","19.1224","21.3603","24.6107","28.9489","32.285","32.773","34.5961","37.2192","39.254","37.5419"
"INTL.4701-34-MNE-BDOLPPP.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","8.38834","8.95875","9.60378","9.04676","9.29102","9.58833","9.32945","9.65598","9.82979","10.164","10.4588","10.9503","11.5088","11.9806","10.158"
"INTL.4701-34-MSR-BDOLPPP.A","        Montserrat","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-MAR-BDOLPPP.A","        Morocco","NA","NA","NA","NA","NA","NA","NA","NA","89.551","92.0998","95.2421","102.115","99.9727","99.2323","109.739","103.807","116.651","114.831","123.143","123.794","125.767","135.264","139.75","148.577","155.71","160.35","172.792","177.287","187.788","195.757","203.227","213.887","220.326","230.318","236.48","247.207","249.827","260.442","268.642","275.648","258.301"
"INTL.4701-34-MOZ-BDOLPPP.A","        Mozambique","5.9047","6.19993","5.77214","4.86591","4.54962","4.59512","4.48944","5.14939","5.57163","5.93379","5.99313","6.288319","5.90317","6.52883","6.95537","7.11254","7.90934","8.80318","9.67744","10.80956","10.93714","12.2591","13.3981","14.31969","15.4533","16.48031","18.07797","19.47535","20.90052","22.22104","23.66594","25.42133","27.26651","29.16527","31.32307","33.42898","34.70738","36.03659","37.25525","38.10749","37.64137"
"INTL.4701-34-NAM-BDOLPPP.A","        Namibia","--","--","--","--","--","--","--","--","--","--","8.45449","9.14497","9.8024","9.64749","9.81437","10.197","10.5226","10.9666","11.3275","11.7091","12.1181","12.2609","12.848","13.3927","15.036","15.4163","16.5066","17.3938","17.8547","17.9074","18.989","19.9558","20.9659","22.2524","23.6083","24.615","24.6234","24.3704","24.6286","24.41","22.335"
"INTL.4701-34-NRU-BDOLPPP.A","        Nauru","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-NPL-BDOLPPP.A","        Nepal","NA","NA","NA","NA","NA","NA","NA","NA","25.7862","26.8636","28.3914","29.9035","30.9674","32.9401","34.8792","36.3288","38.3023","39.7978","41.1841","43.4486","46.0132","46.9747","47.7718","49.9861","52.0459","53.7882","55.5119","58.2218","61.3882","64.261","66.8671","69.4847","72.1735","75.6851","79.7354","80.943","84.6337","92.1268","99.1797","101.266","97.6437"
"INTL.4701-34-NLD-BDOLPPP.A","        Netherlands","410.778","408.668","403.425","410.518","423.319","434.564","448.147","456.438","477.367","498.755","519.594","532.33","540.79","547.625","564.101","582.452","599.847","626.88","655.458","687.75","717.194","733.917","735.518","737.08","750.059","765.472","793.164","823.06","840.982","810.09","820.633","833.256","824.667","823.981","835.776","852.135","870.39","896.625","917.417","934.921","899.343"
"INTL.4701-34-NLDA-BDOLPPP.A","        Netherlands Antilles","NA","NA","NA","NA","NA","NA","NA","NA","2.23597","2.41037","2.44653","2.49057","2.57024","2.68778","2.83424","2.87897","2.91897","2.95465","2.86265","2.81088","2.75424","2.79306","2.80423","2.8519","2.88612","2.91787","2.9656","3.03885","3.10535","3.08885","3.09139","3.11033","3.10601","3.08134","3.04625","3.05474","3.0246","2.972","2.90762","2.80876","2.25274"
"INTL.4701-34-NCL-BDOLPPP.A","        New Caledonia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-NZL-BDOLPPP.A","        New Zealand","66.82639","69.9377","70.5878","73.0525","76.55409","77.79","79.8952","80.8061","81.9072","83.15","84.0265","82.1365","82.991","86.93441","92.80711","96.608","100.2147","103.2633","104.0566","108.8763","113.273","115.9683","121.9363","127.3435","133.1102","136.4002","140.0431","145.5205","145.0052","145.5062","148.5005","151.0972","155.0815","158.5087","163.6002","170.5286","177.3747","184.4839","192.426","198.6641","196.6509"
"INTL.4701-34-NIC-BDOLPPP.A","        Nicaragua","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.5571","13.5314","13.5837","13.5306","13.982","14.8087","15.7484","16.3731","16.9808","18.1756","18.921","19.4813","19.6281","20.1229","21.1919","22.0994","23.017","24.1784","25.0345","24.1918","25.2567","26.8594","28.6012","30.0183","31.4532","32.945","34.4577","36.0536","34.8605","33.5562","32.8732"
"INTL.4701-34-NER-BDOLPPP.A","        Niger","NA","NA","NA","NA","NA","NA","NA","NA","9.1657","9.25342","9.13234","9.09221","9.27412","9.30395","9.47652","9.70938","9.71914","9.8676","10.8517","10.8278","10.697","11.4745","12.0388","12.3001","12.3449","13.25","14.0359","14.477","15.5962","15.9023","17.2665","17.6736","19.5379","20.5764","21.9431","22.907","24.2148","25.4253","27.2608","28.87","29.303"
"INTL.4701-34-NGA-BDOLPPP.A","        Nigeria","NA","278.4565","259.5121","231.1627","228.5838","242.1","242.2477","249.9997","268.3349","273.4853","305.6933","306.7887","320.9968","314.464","308.7567","308.5325","321.4782","330.9204","339.4622","341.4452","358.5718","379.7911","438.01","470.191","513.687","546.76","579.891","618.113","659.925","712.961","781.313","819.87","854.699","900.367","957.12","982.939","967.551","975.034","993.862","1015.889","997.471"
"INTL.4701-34-NIU-BDOLPPP.A","        Niue","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-PRK-BDOLPPP.A","        North Korea","NA","NA","NA","NA","NA","NA","NA","NA","52.4183","53.1522","50.8667","48.6198","45.1756","43.1522","42.2414","40.3936","39.0394","36.5083","36.1782","38.3771","38.5353","39.9827","40.463","41.1987","42.054","43.6356","43.188","42.6756","43.9978","43.598","43.3921","43.7379","44.3102","44.7851","45.2523","44.7353","46.4659","44.8478","42.9875","43.1394","41.1976"
"INTL.4701-34-MKD-BDOLPPP.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","18.2996","16.9272","16.6225","16.4396","16.6369","16.8698","17.4434","18.1935","19.0122","18.429","18.7043","19.12","20.0137","20.9591","22.0358","23.4623","24.7462","24.6574","25.4856","26.0819","25.9629","26.7224","27.6922","28.76","29.5791","29.8991","30.7604","31.7368","30.2985"
"INTL.4701-34-MNP-BDOLPPP.A","        Northern Mariana Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.284","1.239","1.21","1.061","0.99","0.938","0.939","0.795","0.799","0.733","0.751","0.782","0.845","0.931","1.25","1.601","1.323","NA","NA"
"INTL.4701-34-NOR-BDOLPPP.A","        Norway","133.0802","135.1256","135.4316","140.4325","149.2065","157.9371","164.4852","167.2946","166.4435","168.1636","171.404","176.708","183.0447","188.1799","197.5998","205.9444","216.342","227.7207","233.7555","238.4006","246.0683","251.0612","254.2406","256.7408","266.9537","274.2142","280.9115","289.1248","289.7149","286.0011","287.2227","290.5201","297.9631","301.1808","307.6387","313.2413","314.3121","323.0565","327.8579","330.2825","325.9399"
"INTL.4701-34-OMN-BDOLPPP.A","        Oman","NA","NA","NA","NA","NA","NA","NA","NA","44.8428","46.1806","50.0509","53.0729","57.5815","61.1194","63.4696","66.5347","68.4608","72.6899","74.6549","74.9021","79.8094","83.3868","82.4691","80.268","81.3052","83.33","87.8066","91.7163","99.2368","105.303","107.108","109.955","119.901","126.022","127.86","133.78","140.599","141.086","142.383","141.208","137.205"
"INTL.4701-34-PAK-BDOLPPP.A","        Pakistan","NA","NA","NA","NA","NA","NA","NA","NA","289.756","304.128","317.688","335.015","361.263","365.807","379.478","398.31","417.615","421.851","432.609","448.443","472.181","488.964","501.229","530.185","570.197","607.367","643.196","674.28","685.752","705.17","716.5","736.193","762.011","795.513","832.7","872.097","920.295","971.411","1028.11","1039.88","1030.15"
"INTL.4701-34-PSE-BDOLPPP.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","5.59401","6.39586","6.92547","6.33296","5.74329","5.02605","5.73048","6.98686","7.77572","7.69823","7.98986","8.58344","9.32106","9.85957","10.8062","11.465","12.0037","11.9847","12.4307","13.5326","13.7247","13.8931","14.0824","12.4689"
"INTL.4701-34-PAN-BDOLPPP.A","        Panama","NA","NA","NA","NA","NA","NA","NA","NA","20.8296","21.1728","22.8986","25.0501","27.0917","28.567","29.4038","29.8778","32.0968","34.1689","36.6971","38.0996","39.1638","39.3718","40.2808","41.9568","45.1259","48.3597","52.4796","58.8239","64.6215","65.4247","69.2377","77.0707","84.6071","90.4483","95.0308","100.479","105.456","111.352","115.359","118.865","97.5298"
"INTL.4701-34-PNG-BDOLPPP.A","        Papua New Guinea","NA","NA","NA","NA","NA","NA","NA","NA","9.7531","9.61386","9.32585","10.2145","11.6291","13.7458","14.5626","14.0803","15.009","14.0568","14.715","14.988","14.6201","14.6139","14.9071","15.5611","15.6493","16.2642","16.6372","17.9375","17.8843","19.1005","21.0351","21.268","22.2585","23.1099","26.2398","27.966","29.5012","30.544","30.4587","32.4518","31.2069"
"INTL.4701-34-PRY-BDOLPPP.A","        Paraguay","NA","NA","NA","NA","NA","NA","NA","NA","31.3444","33.3733","34.8191","35.9858","36.5314","38.3685","40.4351","43.1939","43.8737","45.735","45.7661","45.1409","44.0963","43.7285","43.7191","45.6081","47.4587","48.4712","50.8012","53.5555","57.0346","56.8857","63.1973","65.9061","65.4395","70.8664","74.6233","76.83","80.1091","83.9624","86.6528","86.3046","85.7645"
"INTL.4701-34-PER-BDOLPPP.A","        Peru","NA","NA","NA","NA","NA","NA","NA","NA","134.483","117.631","112.182","114.383","113.75","119.604","134.211","144.055","148.021","157.595","157.103","159.439","163.817","164.801","173.8","181.022","189.887","201.687","216.792","235.188","256.776","259.745","281.351","299.215","317.569","336.09","344.292","355.377","369.449","378.671","393.702","402.28","357.926"
"INTL.4701-34-PHL-BDOLPPP.A","        Philippines","217.96","222.4219","230.648","235.0235","218.4792","203.495","210.639","219.8266","234.5483","249.0527","256.7301","255.6099","256.6772","262.2776","273.7488","286.4103","303.195","318.92","317.2804","327.898","342.2681","352.7047","365.8125","384.4204","409.6742","429.922","452.779","482.297","503.249","510.539","547.985","569.127","608.38","649.448","690.675","734.521","787.035","841.584","894.953","949.711","858.796"
"INTL.4701-34-POL-BDOLPPP.A","        Poland","NA","NA","NA","NA","NA","NA","NA","NA","NA","474.276","419.342","389.9231","399.73","414.673","436.62","466.878","493.358","523.973","547.765","572.612","599.306","607.969","619.751","641.7","674.648","697.892","741.673","794.01","828.286","850.397","881.037","925.437","940.433","952.698","983.78","1020.697","1051.844","1102.617","1161.639","1217.987","1188.021"
"INTL.4701-34-PRT-BDOLPPP.A","        Portugal","177.6304","177.6304","177.6304","177.6304","177.6304","177.6304","181.7737","191.9121","196.7921","207.4823","217.3816","222.6823","226.9065","223.7879","229.3218","243.9734","252.523","263.6359","276.3115","287.1058","298.0622","303.8554","306.1981","303.3488","308.7748","311.189","316.2457","324.1728","325.2078","315.0545","320.5292","315.0924","302.3083","299.5188","301.8917","307.3017","313.5076","324.5002","333.7461","342.6999","313.7677"
"INTL.4701-34-PRI-BDOLPPP.A","        Puerto Rico","NA","NA","NA","NA","NA","NA","NA","NA","44.9394","47.1579","48.9401","50.0641","52.3492","54.7821","57.0746","59.6702","61.0531","64.0333","67.5755","71.2138","73.5433","78.1873","78.9046","78.9416","81.3376","79.7215","78.5979","77.684","76.2513","74.7626","74.4536","74.1867","74.2084","73.9807","73.1001","72.3329","71.4194","69.3582","66.1264","66.9118","63.4272"
"INTL.4701-34-QAT-BDOLPPP.A","        Qatar","NA","NA","NA","NA","NA","NA","NA","NA","23.712","25.1873","26.0476","25.6149","28.5169","28.1389","28.5383","29.223","30.5014","39.6553","44.1036","45.9932","49.6858","51.6228","55.3305","57.3884","68.418","73.5444","92.7913","109.48","128.818","144.221","172.477","195.546","204.795","216.174","227.705","238.529","245.838","242.156","245.146","247.046","238.089"
"INTL.4701-34-REU-BDOLPPP.A","        Reunion","NA","NA","NA","NA","NA","NA","NA","NA","8.77274","8.55167","10.681","10.9374","12.1952","11.072","11.2381","11.9798","12.2314","12.9286","13.5233","14.3888","15.3248","15.8617","16.6596","17.2242","18.0394","18.8835","19.6294","20.7461","21.0127","20.3474","20.3915","21.0237","21.0347","21.1913","21.8386","22.4501","23.146","23.8867","24.2928","24.8272","23.7845"
"INTL.4701-34-ROU-BDOLPPP.A","        Romania","266.9466","268.9594","279.6991","296.7558","314.3004","313.9925","321.5297","324.1152","322.5307","303.8408","286.8642","249.8632","227.8189","231.1987","240.218","247.9325","257.7952","247.7272","242.6226","241.2967","247.5153","259.0042","273.5153","279.7414","307.7796","323.2413","348.6899","373.5477","408.162","386.5843","372.6383","379.1796","386.8732","400.5399","415.484","428.178","448.162","479.907","501.853","522.905","503.584"
"INTL.4701-34-RUS-BDOLPPP.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","2477.335","2262.011","1972.452","1873.784","1806.68","1831.535","1734.117","1844.192","2029.615","2132.752","2233.976","2398.302","2569.673","2734.04","2957.283","3210.138","3378.578","3114.341","3254.87","3370.568","3506.202","3567.75","3594.018","3523.119","3529.942","3594.388","3695.298","3770.42","3659.139"
"INTL.4701-34-RWA-BDOLPPP.A","        Rwanda","NA","NA","NA","NA","NA","NA","NA","NA","6.25411","6.25183","6.10183","5.94841","6.29774","5.78708","2.87918","3.89335","4.38958","4.99753","5.44024","5.677","6.15221","6.6742","7.55467","7.72105","8.29609","9.07408","10.6496","11.4618","12.7406","13.5321","14.5303","15.685","17.0406","17.8439","18.9455","20.62","21.8545","22.7257","24.6749","27.008","26.0984"
"INTL.4701-34-SHN-BDOLPPP.A","        Saint Helena","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-KNA-BDOLPPP.A","        Saint Kitts and Nevis","NA","NA","NA","NA","NA","NA","NA","NA","0.505503","0.535967","0.552687","0.565234","0.582629","0.614197","0.647391","0.669801","0.7093","0.761269","0.769061","0.799387","0.851264","0.897775","0.920957","0.887662","0.919678","1.00035","1.01847","1.01668","1.08064","1.04801","1.02444","1.04901","1.04271","1.11111","1.168","1.225","1.26359","1.28794","1.32291","1.36317","1.10064"
"INTL.4701-34-LCA-BDOLPPP.A","        Saint Lucia","NA","NA","NA","NA","NA","NA","NA","NA","1.33961","1.43826","1.48069","1.4894","1.59807","1.60238","1.6303","1.64875","1.76473","1.75861","1.87053","1.91321","1.90628","1.83571","1.83547","1.92368","2.07993","2.04499","2.2155","2.25803","2.36919","2.3324","2.34299","2.44437","2.44171","2.39275","2.42453","2.427","2.51019","2.59777","2.66633","2.71244","2.09357"
"INTL.4701-34-SPM-BDOLPPP.A","        Saint Pierre and Miquelon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-VCT-BDOLPPP.A","        Saint Vincent/Grenadines","NA","NA","NA","NA","NA","NA","NA","NA","0.631229","0.640098","0.666662","0.674233","0.71723","0.733437","0.718495","0.77204","0.784491","0.813132","0.854224","0.890336","0.906524","0.922562","0.980329","1.05567","1.09949","1.12698","1.21379","1.25407","1.27394","1.24716","1.20543","1.20031","1.21699","1.23927","1.25431","1.271","1.29512","1.30807","1.33637","1.34094","1.22092"
"INTL.4701-34-WSM-BDOLPPP.A","        Samoa","0.47651","0.433336","0.429072","0.431204","0.439732","0.465317","0.48717","0.489835","0.503693","0.533009","0.498896","0.486637","0.506891","0.515419","0.548466","0.584177","0.626818","0.631615","0.638544","0.634813","0.666794","0.716363","0.756872","0.796315","0.820833","0.8752","0.893856","0.898119","0.9301","0.925303","0.948755","0.988198","0.947689","0.943958","0.944491","0.985","1.06442","1.07561","1.05322","1.09107","1.06122"
"INTL.4701-34-STP-BDOLPPP.A","        Sao Tome and Principe","NA","NA","NA","NA","NA","NA","NA","NA","0.386515","0.398634","0.390052","0.394737","0.3975","0.401873","0.410714","0.418928","0.425212","0.429449","0.440185","0.45119","0.453213","0.467101","0.476457","0.509638","0.529169","0.566707","0.618365","0.638485","0.690752","0.707513","0.754718","0.78791","0.812667","0.851795","0.907587","0.943086","0.982363","1.02017","1.05022","1.06389","1.09212"
"INTL.4701-34-SAU-BDOLPPP.A","        Saudi Arabia","NA","NA","NA","NA","NA","NA","NA","NA","645.48","642.233","739.81","850.84","884.768","872.702","877.578","879.439","902.634","912.596","939.001","903.664","954.499","942.942","916.359","1019.38","1100.5","1161.84","1194.24","1216.3","1292.32","1265.7","1329.49","1462.4","1541.53","1583.14","1640.97","1708.35","1736.89","1724.01","1765.19","1771.04","1698.31"
"INTL.4701-34-SEN-BDOLPPP.A","        Senegal","NA","NA","NA","NA","NA","NA","NA","NA","17.7456","18.4507","18.313","18.8002","19.0484","19.3075","19.2983","20.3536","20.7648","21.3972","22.6593","24.0831","25.0192","26.0978","26.1157","27.5766","28.857","30.1009","30.8024","31.6733","32.8462","33.6361","34.8343","35.203","36.992","38.1681","40.7249","43.318","46.0715","49.4844","52.6324","54.8701","56.0258"
"INTL.4701-34-SRB-BDOLPPP.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.0378","97.9646","103.505","100.678","101.414","103.479","102.773","105.746","104.065","105.951","109.473","111.754","116.791","121.686","120.575"
"INTL.4701-34-SYC-BDOLPPP.A","        Seychelles","NA","NA","NA","NA","NA","NA","NA","NA","0.791804","0.8732629","0.938362","0.964101","1.033667","1.097594","1.088717","1.081962","1.102285","1.268496","1.41092","1.438223","1.436437","1.404363","1.422101","1.332084","1.305172","1.422725","1.562301","1.720341","1.687","1.682375","1.792425","1.863869","1.931664","2.049011","2.141596","2.247662","2.349187","2.460741","2.503831","2.532797","2.257772"
"INTL.4701-34-SLE-BDOLPPP.A","        Sierra Leone","NA","NA","NA","NA","NA","NA","NA","NA","6.24631","6.29191","6.50269","6.65563","5.3902","5.46428","5.35787","4.92926","5.01571","4.72094","4.8052","4.7101","5.02345","4.70469","5.94753","6.50144","6.9304","7.24262","7.54854","8.15681","8.59714","8.87123","9.34552","9.9357","11.4441","13.8148","14.4444","11.469","12.1635","12.6757","13.1126","13.8469","13.5475"
"INTL.4701-34-SGP-BDOLPPP.A","        Singapore","52.6156","58.3065","62.4476","67.78959","73.7501","73.2906","74.27491","82.2948","91.5643","100.866","110.7721","118.1811","126.0281","140.4743","156.0636","167.3017","179.8014","194.7608","190.485","201.3884","219.5922","217.2448","225.7489","235.9884","259.1616","278.2333","303.2885","330.6517","336.829","337.2366","386.2223","410.701","429.024","449.778","467.49","481.461","497.489","519.977","538.164","545.403","516"
"INTL.4701-34-SVK-BDOLPPP.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","65.0208","69.0556","74.1498","79.0583","83.74341","87.1565","87.0644","88.0803","90.9461","95.0472","100.2738","105.5672","112.5594","122.1194","135.3475","142.8927","135.0971","143.0292","147.1015","149.8918","150.8905","154.8765","162.3339","165.7961","170.8413","177.2798","181.3875","172.2111"
"INTL.4701-34-SVN-BDOLPPP.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","33.3454","34.2936","36.1201","40.1631","41.3636","43.4718","44.8217","47.1571","49.0239","50.7331","52.4624","53.9526","56.019","58.3931","61.9159","66.2879","68.3526","63.1301","63.9038","64.6293","62.9895","62.3872","64.0153","65.283","67.4206","70.8707","74.0858","76.4882","72.8315"
"INTL.4701-34-SLB-BDOLPPP.A","        Solomon Islands","NA","NA","NA","NA","NA","NA","NA","NA","0.503759","0.538308","0.574491","0.589145","0.656091","0.667201","0.72111","0.793164","0.805924","0.792009","0.817302","0.804624","0.69026","0.635275","0.617768","0.657828","0.711092","0.802461","0.834555","0.972812","1.00885","1.0112","1.1188","1.19049","1.22191","1.28706","1.30057","1.319","1.39647","1.47113","1.52913","1.54738","1.31786"
