Report generated on: 03-02-2022 20:09:03
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","GDP at purchasing power parities (Billion 2015$ PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4701-34-DJI-BDOLPPP.A","        Djibouti","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.74229","2.62008","2.6348","2.45693","2.42351","2.33915","2.25184","2.22447","2.22701","2.29201","2.30836","2.34975","2.42575","2.50305","2.57259","2.65263","2.78063","2.92011","3.08964","3.13959","3.26979","3.50825","3.67812","3.86206","4.13478","4.453","4.74924","5.00585","5.42672","5.84841","5.87765"
"INTL.4701-34-DMA-BDOLPPP.A","        Dominica","NA","NA","NA","NA","NA","NA","NA","NA","0.488323","0.487387","0.513797","0.520721","0.531289","0.542772","0.542959","0.559416","0.576781","0.589387","0.611632","0.613798","0.628162","0.627761","0.610008","0.648763","0.668554","0.672939","0.704294","0.749038","0.802377","0.792993","0.798327","0.796542","0.788107","0.780226","0.81493","0.793","0.813272","0.757975","0.775394","0.802973","0.646075"
"INTL.4701-34-DOM-BDOLPPP.A","        Dominican Republic","NA","NA","NA","NA","NA","NA","NA","NA","41.5729","43.4023","41.035","41.4227","45.7776","49.0839","50.2145","52.9731","56.7508","61.2932","65.5903","69.9949","73.9542","75.2922","79.6503","79.4485","80.4908","87.9465","97.3314","105.58","108.958","109.988","119.147","122.895","126.247","132.397","141.741","151.56","161.643","169.192","181.017","190.149","177.348"
"INTL.4701-34-ECU-BDOLPPP.A","        Ecuador","NA","NA","NA","NA","NA","NA","NA","NA","76.1789","76.4075","78.6997","82.786","84.0397","84.2895","88.2543","89.7974","91.9543","95.6794","97.7036","91.5488","96.3983","100.269","104.377","107.219","116.023","122.162","127.542","130.335","138.62","139.406","144.32","155.675","164.459","172.594","179.133","179.31","177.111","181.306","183.643","183.665","169.431"
"INTL.4701-34-EGY-BDOLPPP.A","        Egypt","NA","NA","NA","NA","NA","NA","NA","NA","337.123","353.713","373.758","377.964","394.87","406.324","422.468","442.081","464.135","489.627","516.926","548.218","583.14","603.755","618.186","637.927","664.032","693.726","740.358","789.759","836.956","875.254","922.907","924.765","951.166","976.524","1024.14","1064.24","1105.14","1159.83","1222.68","1291.81","1310.81"
"INTL.4701-34-SLV-BDOLPPP.A","        El Salvador","NA","NA","NA","NA","NA","NA","NA","NA","21.2686","21.4518","25.9826","26.3862","28.2175","29.8905","31.2722","32.797","33.0735","34.1007","34.992","35.7425","36.1396","36.4512","37.0062","37.5874","37.9216","38.9506","40.6563","41.4149","42.3449","41.4703","42.3281","43.9279","45.1444","46.1455","46.9368","48.056","49.2633","50.3768","51.6022","52.962","48.7923"
"INTL.4701-34-GNQ-BDOLPPP.A","        Equatorial Guinea","NA","NA","NA","NA","NA","NA","NA","NA","0.381498","0.376809","0.370182","0.366398","0.493705","0.548176","0.639551","0.751384","1.25166","3.1288","3.87266","4.86654","5.75291","9.39911","11.2284","12.7954","17.6575","20.6149","22.2032","25.5964","30.1523","30.5573","27.8304","29.646","32.1104","30.7832","30.911","28.095","25.618","24.1661","22.659","21.3042","20.2617"
"INTL.4701-34-ERI-BDOLPPP.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","3.61721","3.70137","4.03945","4.35865","4.44422","4.45252","3.90253","4.24413","4.3717","4.2556","4.31736","4.42852","4.38564","4.44828","3.58368","4.02022","4.4564","5.60208","5.70778","5.11103","6.69201","5.312","5.7046","5.13343","5.80235","6.02485","5.9871"
"INTL.4701-34-EST-BDOLPPP.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","17.3815","16.3837","16.1147","17.167","18.0159","20.3668","21.2508","21.1603","23.295","24.6936","26.3655","28.3694","30.2998","33.1862","36.4271","39.1879","37.1768","31.7381","32.5142","34.8756","36.0013","36.5263","37.6265","38.389","39.5745","41.7316","43.4532","45.198","44.0359"
"INTL.4701-34-SWZ-BDOLPPP.A","        Eswatini","NA","NA","NA","NA","NA","NA","NA","NA","3.25545","3.67577","4.44834","4.52665","4.67269","4.81783","4.93349","5.17156","5.37025","5.53688","5.68106","5.84871","5.95165","6.01443","6.27787","6.52146","6.75779","7.16318","7.59241","7.92916","7.99431","8.11942","8.42746","8.61684","9.0814","9.43215","9.51828","9.728","9.83508","10.0344","10.2724","10.5029","10.3309"
"INTL.4701-34-ETH-BDOLPPP.A","        Ethiopia","NA","NA","NA","NA","NA","NA","NA","NA","32.775","32.6567","33.5471","31.1257","28.3532","32.1421","33.2627","35.2987","40.0756","41.2139","39.5466","41.5882","44.1138","47.7758","48.4994","47.4513","53.8918","60.261","66.7902","74.4416","82.4728","89.7324","100.994","114.28","124.163","137.303","151.386","167.119","182.884","200.376","214.034","231.935","246.004"
"INTL.4701-34-FLK-BDOLPPP.A","        Falkland Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-FRO-BDOLPPP.A","        Faroe Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-FJI-BDOLPPP.A","        Fiji","NA","NA","NA","NA","NA","NA","NA","NA","4.20218","4.75858","5.15601","5.01824","5.2143","5.30439","5.57491","5.71428","5.98857","5.85682","5.93296","6.45506","6.34532","6.47223","6.67934","6.74613","7.10368","7.15341","7.28592","7.22035","7.29255","7.19046","7.40617","7.6066","7.71395","8.07915","10.3015","10.782","11.0526","11.6522","12.0631","12.1234","9.22018"
"INTL.4701-34-FIN-BDOLPPP.A","        Finland","116.3519","117.8351","121.4835","125.2114","128.9524","133.1143","136.7783","141.7303","149.036","157.1087","154.9963","145.8734","141.0681","140.1325","145.6829","151.8338","157.4061","167.3003","176.4253","184.1542","194.7558","199.8378","203.2473","207.32","215.5964","221.5865","230.5142","242.7291","244.6365","224.8835","232.0459","237.9589","234.6321","232.5176","231.6669","232.9298","239.4785","247.1269","249.9467","252.9957","245.9092"
"INTL.4701-34-CSK-BDOLPPP.A","        Former Czechoslovakia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-SCG-BDOLPPP.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-SUN-BDOLPPP.A","        Former U.S.S.R.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-YUG-BDOLPPP.A","        Former Yugoslavia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-FRA-BDOLPPP.A","        France","1448.684","1464.594","1499.671","1519.26","1544.728","1569.581","1604.9","1647.069","1722.275","1799.28","1853.78","1871.277","1899.032","1888.359","1932.475","1975.654","2003.084","2049.122","2123.256","2192.874","2282.548","2328.358","2354.448","2374.295","2435.672","2477.568","2542.677","2604.272","2607.247","2534.655","2581.237","2638.983","2648.838","2665.117","2691.1","2719.151","2747.037","2814.12","2865.915","2918.618","2685.51"
"INTL.4701-34-GUF-BDOLPPP.A","        French Guiana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-PYF-BDOLPPP.A","        French Polynesia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-GAB-BDOLPPP.A","        Gabon","NA","NA","NA","NA","NA","NA","NA","NA","14.3271","15.5514","16.3589","17.3589","16.8224","17.4863","18.1356","19.0376","19.7277","20.8598","21.5852","19.6571","19.287","19.6988","19.6497","20.0913","20.2299","20.7713","20.1883","21.4012","20.6932","20.7202","22.1892","23.7628","25.0106","26.4209","27.5609","28.63","29.2288","29.3669","29.6145","30.7828","30.3752"
"INTL.4701-34-GMB-BDOLPPP.A","        Gambia, The","NA","NA","NA","NA","NA","NA","NA","NA","2.02427","2.09682","2.17215","2.23469","2.31319","2.38286","2.38654","2.40759","2.50987","2.52041","2.61252","2.79137","2.96261","3.13398","3.14831","3.22082","3.51743","3.43471","3.41563","3.51958","3.73976","3.98904","4.22473","3.88124","4.08467","4.20202","4.14288","4.311","4.39478","4.60672","4.96045","5.2609","5.24967"
"INTL.4701-34-GEO-BDOLPPP.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","20.6896","14.7396","13.1068","13.4478","14.9528","16.5253","17.0388","17.5276","17.85","18.7074","19.732","22.1903","23.5229","25.7774","28.171","31.6923","32.6269","31.3664","35.1407","37.7591","40.2734","41.749","43.6801","45.036","46.344","48.5824","50.9488","53.4418","50.0015"
"INTL.4701-34-DEU-BDOLPPP.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","2863.709","2906.729","2877.826","2948.873","2996.298","3021.699","3077.856","3133.356","3188.161","3288.035","3347.813","3342.248","3318.614","3341.656","3371.653","3506.676","3615.116","3639.832","3434.444","3573.332","3715.877","3738.753","3759.386","3842.232","3890.031","3973.237","4092.01","4137.18","4182.05","3976.163"
"INTL.4701-34-DDR-BDOLPPP.A","        Germany, East","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-DEUW-BDOLPPP.A","        Germany, West","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-GHA-BDOLPPP.A","        Ghana","NA","NA","NA","NA","NA","NA","NA","NA","35.54897","37.35682","38.60084","40.64019","42.2166","44.2637","45.7249","47.6047","49.7959","51.885","54.3243","56.7148","58.813","61.1658","63.9185","67.2419","71.0071","75.1967","76.4675","79.9915","87.2832","91.4077","98.6296","112.5315","123.5717","137.9017","141.743","144.9064","149.777","162.1179","172.111","183.3466","183.7911"
"INTL.4701-34-GIB-BDOLPPP.A","        Gibraltar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-GRC-BDOLPPP.A","        Greece","219.2126","215.8013","213.3624","211.0618","215.297","220.708","221.844","216.8374","226.1351","234.7262","234.7265","242.0075","243.6947","239.7975","244.593","248.9596","256.1572","267.915","278.3222","286.5753","298.1674","310.6612","322.9992","341.7398","358.1543","360.9508","381.0995","393.1899","392.2376","375.3345","354.6039","318.8079","295.7693","288.5719","290.2553","289.2341","287.8636","290.906","295.3399","300.5935","274.1931"
"INTL.4701-34-GRL-BDOLPPP.A","        Greenland","2.50986","2.52656","2.41489","2.49838","2.36897","2.45559","2.62987","2.77493","2.93043","3.12558","2.75928","2.75615","2.61526","2.48377","2.63092","2.72901","2.77076","2.81146","3.02957","3.07131","3.28943","3.33117","3.29882","3.44496","3.68289","3.86657","4.08139","4.1774","4.43499","4.47339","4.55104","4.52844","4.59158","4.53197","4.74688","4.62681","4.84344","4.86613","5.02273","5.17249","4.89185"
"INTL.4701-34-GRD-BDOLPPP.A","        Grenada","NA","NA","NA","NA","NA","NA","NA","NA","0.698436","0.740846","0.779364","0.797265","0.794902","0.773919","0.795228","0.812163","0.848208","0.89075","0.995444","1.06411","1.11613","1.09354","1.13109","1.23817","1.23016","1.39341","1.3378","1.41972","1.43319","1.33781","1.33157","1.34178","1.32462","1.35723","1.45707","1.551","1.609","1.68042","1.75001","1.78501","1.55192"
"INTL.4701-34-GLP-BDOLPPP.A","        Guadeloupe","NA","NA","NA","NA","NA","NA","NA","NA","3.27872","3.66889","3.30604","3.50142","3.5711","6.03159","6.17798","6.26325","6.58228","6.83115","7.06049","7.43842","7.80401","8.11617","8.20544","8.61572","8.69326","9.07576","9.26635","9.50728","9.61186","9.15049","9.61716","9.90568","9.96511","10.0349","10.1252","10.3176","10.2866","10.6364","10.7959","10.8742","10.0595"
"INTL.4701-34-GUM-BDOLPPP.A","        Guam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.385","3.56","3.857","4.197","4.213","4.375","4.621","4.781","4.895","4.928","5.199","5.336","5.538","5.71","5.795","5.851","5.92","NA","NA"
"INTL.4701-34-GTM-BDOLPPP.A","        Guatemala","NA","NA","NA","NA","NA","NA","NA","NA","49.5582","51.2521","53.1527","54.7091","57.1295","59.1101","61.1952","63.83","65.6425","68.2922","71.4295","74.0668","75.8956","77.7417","80.7264","82.7933","85.3913","88.1887","92.9081","98.7963","102.05","102.537","105.494","109.887","113.156","117.337","122.551","127.566","130.982","135.016","139.501","144.896","142.694"
"INTL.4701-34-GIN-BDOLPPP.A","        Guinea","NA","NA","NA","NA","NA","NA","NA","NA","7.69126","7.99911","8.34504","8.5631","8.84322","9.28929","9.65808","10.1031","10.5538","11.1007","11.5052","11.9438","12.2428","12.6907","13.3461","13.5127","13.8289","14.2434","14.4128","15.3954","16.0317","15.8517","16.6147","17.5472","18.5851","19.3185","20.0326","20.799","23.0496","25.4237","27.0403","28.567","30.5634"
"INTL.4701-34-GNB-BDOLPPP.A","        Guinea-Bissau","1.1676","1.37973","1.43768","1.38882","1.51533","1.57847","1.56594","1.61135","1.68547","1.78829","1.89737","1.99414","2.01607","2.05841","2.12428","2.21775","2.47501","2.63588","1.8952","1.91464","2.01854","2.06273","2.0424","2.05402","2.11074","2.20078","2.25161","2.32507","2.39956","2.4804","2.59477","2.80455","2.75652","2.84627","2.87372","3.05","3.24102","3.43286","3.47693","3.63339","3.54619"
"INTL.4701-34-GUY-BDOLPPP.A","        Guyana","NA","NA","NA","NA","NA","NA","NA","NA","2.35354","2.23717","2.1692","2.29902","2.47906","2.68269","2.91134","3.05651","3.29747","3.5028","3.44296","3.54521","3.4964","3.87906","4.25314","4.5684","5.12013","5.44678","6.21308","6.65988","6.77678","7.02152","7.3121","7.69206","8.09792","8.39376","8.53532","8.594","8.92121","9.25437","9.66535","10.1827","14.1688"
"INTL.4701-34-HTI-BDOLPPP.A","        Haiti","NA","NA","NA","NA","NA","NA","NA","NA","25.9315","25.569","25.6946","25.0607","24.4642","23.5465","20.9835","23.0905","23.9663","24.6642","25.1595","25.8773","26.0304","25.7742","25.7652","25.8504","24.9075","25.3843","25.9291","26.8061","27.0456","27.8747","26.3337","27.791","28.5882","29.7913","30.6369","31.002","31.4576","31.8198","32.2939","31.908","28.8129"
"INTL.4701-34-HITZ-BDOLPPP.A","        Hawaiian Trade Zone","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4701-34-HND-BDOLPPP.A","        Honduras","NA","NA","NA","NA","NA","NA","NA","NA","17.1267","17.8164","17.8264","18.4434","19.4961","20.6559","20.4142","21.2449","21.9956","23.1086","23.7824","23.3189","24.6611","25.3328","26.2837","27.4789","29.1914","30.9578","32.9908","35.0323","36.5148","35.627","36.9561","38.3737","39.958","41.0735","42.3295","43.955","45.6662","47.8777","49.7186","51.0377","46.4623"
"INTL.4701-34-HKG-BDOLPPP.A","        Hong Kong","84.5737","92.3483","95.01391","100.7288","110.804","111.5961","123.9876","140.5962","152.563","156.037","162.014","171.2519","181.9295","193.2111","204.8735","209.7367","218.6682","229.8196","216.3002","221.7221","238.7137","240.0527","244.0295","251.4876","273.3672","293.564","314.2092","334.5222","341.6407","333.2392","355.7917","372.922","379.2625","391.0257","401.8279","411.4221","420.3474","436.284","448.702","441.164","414.3355"
"INTL.4701-34-HUN-BDOLPPP.A","        Hungary","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","165.7778","160.6981","159.7723","164.481","167.1648","167.2296","172.5464","179.1938","184.5031","193.0997","201.0554","210.5766","218.9762","229.5804","239.5644","249.414","250.2025","252.3456","235.7071","238.1307","242.5841","239.876","244.3122","254.3981","263.6871","269.3232","281.278","296.4575","309.9521","294.8789"
"INTL.4701-34-ISL-BDOLPPP.A","        Iceland","NA","NA","NA","NA","NA","NA","NA","NA","8.23798","8.25927","8.35585","8.33717","8.05589","8.1617","8.45624","8.49897","8.88713","9.40005","10.0922","10.4994","11.0228","11.4652","11.5293","11.7764","12.6952","13.4727","14.3238","15.5348","15.8781","14.6612","14.2459","14.5088","14.6632","15.3307","15.5893","16.281","17.3073","18.0333","18.9156","19.3761","18.1159"
"INTL.4701-34-IND-BDOLPPP.A","        India","927.043","984.482","1025.8","1089.97","1139.54","1196.734","1255.149","1308.184","1414.717","1510.762","1597.188","1630.672","1703.284","1784.538","1895.428","2036.366","2188.784","2292.613","2427.431","2627.076","2779.897","2876.447","3008.865","3202.748","3452.769","3726.928","4031.061","4352.62","4575.84","4786.62","5222.79","5583.16","5867.04","6227.73","6663.9","7163.88","7807.69","8281.53","8884.45","9310.29","8632.68"
"INTL.4701-34-IDN-BDOLPPP.A","        Indonesia","417.96","449.049","447.236","486.922","523.802","544.261","583.385","621.726","665.116","725.539","790.852","861.463","917.653","990.66","1065.356","1152.93","1243.066","1301.489","1130.644","1139.591","1196.328","1239.914","1295.705","1357.644","1425.945","1507.118","1590.023","1690.911","1816.745","1902.164","2023.478","2148.321","2277.866","2404.454","2524.837","2647.955","2781.229","2922.233","3073.436","3227.667","3160.868"
"INTL.4701-34-IRN-BDOLPPP.A","        Iran","NA","NA","NA","NA","NA","NA","NA","NA","388.322","412.312","468.749","527.785","550.222","541.552","539.653","553.968","593.305","613.387","630.197","642.384","675.422","700.206","757.341","818.374","868.025","895.714","940.498","1017.2","1019.75","1030.03","1089.75","1118.58","1035.31","1033.3","1080.86","1066.59","1209.47","1254.89","1179.27","1099.27","1136.51"
"INTL.4701-34-IRQ-BDOLPPP.A","        Iraq","NA","NA","NA","NA","NA","NA","NA","NA","158.42","144.367","144.392","48.9201","61.4604","91.3129","87.0963","71.1484","106.465","129.763","174.995","205.763","208.657","213.467","198.738","132.953","204.959","208.392","220.142","224.3","242.755","250.959","267.026","287.177","327.2","352.159","352.853","369.519","420.466","404.622","408.077","426.217","382.164"
"INTL.4701-34-IRL-BDOLPPP.A","        Ireland","62.5879","64.3224","65.1726","65.2571","67.6662","71.6615","71.9078","75.0923","78.4536","83.3363","94.5027","96.36389","99.6497","102.2219","107.9011","114.0684","122.1295","135.1292","147.1232","161.9568","175.9648","186.0536","196.9929","203.9758","217.0422","229.7989","241.4495","254.2776","242.6387","230.2931","233.253","235.3872","235.0413","238.77","258.9746","324.6486","332.2856","362.7181","395.9716","416.234","440.567"
"INTL.4701-34-ISR-BDOLPPP.A","        Israel","NA","NA","NA","NA","NA","NA","NA","NA","95.3427","96.6956","103.11","109.394","117.221","121.641","130.169","138.743","147.103","152.904","159.294","165.017","179.876","179.593","179.267","181.306","190.147","198.036","209.128","221.991","229.711","232.119","244.943","258.865","266.26","278.969","291.139","297.227","310.491","324.046","337.37","349.752","342.457"
"INTL.4701-34-ITA-BDOLPPP.A","        Italy","1511.416","1525.335","1530.301","1551.205","1601.001","1646.46","1695.373","1745.515","1820.568","1883.836","1920.606","1931.42","1944.929","1928.24","1972.232","2030.632","2056.81","2096.844","2131.309","2164.817","2252.735","2292.69","2298.409","2303.581","2331.661","2355.074","2399.391","2431.583","2408.105","2280.071","2318.157","2337.802","2267.34","2225.186","2226.789","2241.422","2272.895","2312.33","2330.868","2340.371","2129.771"
"INTL.4701-34-JAM-BDOLPPP.A","        Jamaica","NA","NA","NA","NA","NA","NA","NA","NA","17.9489","19.1764","20.2231","20.3999","22.5073","22.9501","23.1549","23.3932","23.4666","23.2356","22.9506","23.1776","23.3378","23.6367","23.7962","24.6687","24.9953","25.2187","25.9498","26.3245","26.1109","24.9762","24.6123","25.0382","24.8845","25.0134","25.1859","25.418","25.7676","26.0245","26.5163","26.7529","24.0687"
"INTL.4701-34-JPN-BDOLPPP.A","        Japan","2642.627","2754.923","2846.733","2946.68","3081.735","3240.303","3348.992","3505.442","3746.915","3926.244","4119.38","4259.98","4298.71","4274.14","4315.77","4428.85","4568.53","4614.78","4553.94","4542.75","4666.29","4684.88","4685.12","4758.91","4861.39","4950.11","5016.69","5090.8","5027.35","4741.98","4936.47","4938.21","5005.87","5108.11","5119.15","5200.87","5238.49","5327.88","5357.39","5359.05","5109.21"
"INTL.4701-34-JOR-BDOLPPP.A","        Jordan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29.9149","31.2178","32.7791","34.7307","35.3933","36.7189","37.8967","39.1227","40.7663","42.799","45.6204","47.4366","51.3788","55.0884","60.648","65.7261","70.7264","75.0958","76.7606","78.7076","80.8453","83.1388","85.7227","87.705","89.335","91.1995","92.9634","94.7813","93.3109"
"INTL.4701-34-KAZ-BDOLPPP.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","176.731","160.471","141.271","129.767","130.67","132.539","130.701","133.287","146.306","165.994","182.226","199.055","218.112","239.184","264.753","288.388","298.104","301.327","323.45","347.678","365.131","386.572","403.088","407.416","411.053","427.332","444.868","464.79","453.04"
"INTL.4701-34-KEN-BDOLPPP.A","        Kenya","51.728","53.68","54.4887","55.2021","56.1709","58.5866","62.7916","66.5196","70.646","73.9595","77.06","78.1684","77.5434","77.8173","79.8661","83.385","85.8889","86.1209","89.0107","90.8847","91.3503","95.4216","95.95291","98.7788","103.8193","109.9446","116.8881","124.8958","125.186","129.705","140.1486","147.331","154.0848","159.9692","167.9999","176.3537","183.7955","190.7884","201.4822","211.4738","210.779"
"INTL.4701-34-KIR-BDOLPPP.A","        Kiribati","NA","NA","NA","NA","NA","NA","NA","NA","0.136654","0.124958","0.127624","0.135649","0.135902","0.13669","0.138485","0.137598","0.141736","0.145078","0.155614","0.151322","0.169539","0.16147","0.161944","0.168714","0.165871","0.174084","0.173998","0.177539","0.173826","0.175222","0.173602","0.176371","0.184571","0.192468","0.191303","0.211","0.213406","0.223827","0.229004","0.234263","0.234142"
"INTL.4701-34-XKS-BDOLPPP.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13.6875","14.1803","14.6482","15.2928","15.7209","16.2555","16.4505","17.125","17.8271","18.5759","19.2817","20.2266","18.9964"
"INTL.4701-34-KWT-BDOLPPP.A","        Kuwait","NA","NA","NA","NA","NA","NA","NA","NA","59.6724","75.1913","55.5517","32.3893","59.8152","79.9787","86.8726","88.0427","88.6579","90.8578","94.0372","92.4859","96.8575","97.0641","99.9899","117.314","129.328","143.048","153.798","163.013","167.055","155.234","151.554","166.146","177.156","179.191","180.089","181.157","186.457","177.671","181.996","180.991","164.926"
"INTL.4701-34-KGZ-BDOLPPP.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","16.5333","13.2696","10.6164","10.0024","10.7052","11.7491","12.0055","12.4601","13.1323","13.8473","13.8346","14.8166","15.8517","15.8198","16.3221","17.7049","19.189","19.7704","19.6597","20.8276","20.9515","23.2352","24.1646","25.107","26.1866","27.4174","28.4592","29.7684","27.2083"
"INTL.4701-34-LAO-BDOLPPP.A","        Laos","NA","NA","NA","NA","NA","NA","NA","NA","6.47244","7.39092","7.88645","8.22529","8.68261","9.19598","9.94628","10.6456","11.3832","12.1655","12.6481","13.5723","14.3593","15.1851","16.0839","17.0597","18.1443","19.4339","21.109","22.7126","24.4899","26.327","28.5719","30.8687","33.3463","36.0227","38.7648","41.583","44.5033","47.5707","50.5429","53.3016","55.0477"
"INTL.4701-34-LVA-BDOLPPP.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","25.1582","21.4174","21.5567","22.3535","22.9322","24.9587","26.5402","27.2715","28.8195","30.6433","32.8151","35.5787","38.5254","42.6534","47.7571","52.5056","50.8028","43.5643","41.6167","42.6839","45.6874","46.6064","47.4921","49.375","50.4334","52.0898","54.2762","55.5939","53.5857"
"INTL.4701-34-LBN-BDOLPPP.A","        Lebanon","NA","NA","NA","NA","NA","NA","NA","NA","26.945","15.5066","19.6209","29.3229","34.1432","37.8189","40.8842","43.5208","48.4325","48.9435","50.7376","50.4709","51.1482","53.1121","54.9302","56.7029","60.4903","62.1149","63.0774","68.9503","75.2035","82.8984","89.5097","90.286","92.5798","96.1081","98.4736","98.682","100.191","101.044","99.0971","92.4576","73.6888"
"INTL.4701-34-LSO-BDOLPPP.A","        Lesotho","NA","NA","NA","NA","NA","NA","NA","NA","2.27744","2.46183","2.62032","2.728","2.84981","2.95288","3.04915","3.18925","3.50225","3.78762","3.60302","3.71021","3.90088","4.06586","4.08751","4.27926","4.37741","4.49571","4.68936","4.91133","5.18389","5.11082","5.38691","5.64061","6.00687","6.10823","6.20988","6.402","6.63242","6.41585","6.33452","6.32009","5.70396"
"INTL.4701-34-LBR-BDOLPPP.A","        Liberia","9.37253","9.17227","8.94912","8.77938","8.59434","8.52188","8.37884","8.2949","8.12553","5.95859","2.91788","2.5028","1.62468","1.08894","0.851964","0.815617","0.914469","1.88635","2.45619","2.9902","3.8459","3.95821","4.10716","2.86906","2.94423","3.0997","3.34905","3.66838","3.93052","4.13885","4.39132","4.75144","5.13127","5.5779","5.617","5.617","5.52715","5.66359","5.73283","5.60223","5.44141"
"INTL.4701-34-LBY-BDOLPPP.A","        Libya","NA","NA","NA","NA","NA","NA","NA","NA","95.4225","102.292","106.098","122.708","119.379","114.887","117.11","114.509","116.953","123.05","118.679","119.568","122.364","122.99","121.453","137.199","143.285","158.029","168.641","177.22","203.151","201.635","210.355","81.4741","183.08","118.189","68.406","48.497","41.0245","67.2846","76.6651","84.2519","33.9373"
"INTL.4701-34-LTU-BDOLPPP.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","47.3454","39.6632","35.7897","36.2159","38.0278","41.1812","44.2875","43.784","45.416","48.4049","51.6646","57.0869","60.8017","65.6228","70.5067","78.3312","80.2213","68.4393","69.5236","73.7761","76.583","79.3767","82.1333","83.784","86.0003","89.5854","93.1405","97.4069","97.4028"
